id,full_date,year,year_week,year_day,fiscal_year,fiscal_qtr,month,month_name,week_day,day_name,day_is_weekday
2014-03-05,2014-03-05,2014,9,5,2014,1,3,March,3,Wednesday,1
2014-03-06,2014-03-06,2014,9,6,2014,1,3,March,4,Thursday,1
2014-03-07,2014-03-07,2014,9,7,2014,1,3,March,5,Friday,1
2014-03-08,2014-03-08,2014,9,8,2014,1,3,March,6,Saturday,0
2014-03-09,2014-03-09,2014,10,9,2014,1,3,March,0,Sunday,0
2014-03-10,2014-03-10,2014,10,10,2014,1,3,March,1,Monday,1
2014-03-11,2014-03-11,2014,10,11,2014,1,3,March,2,Tuesday,1
2014-03-12,2014-03-12,2014,10,12,2014,1,3,March,3,Wednesday,1
2014-03-13,2014-03-13,2014,10,13,2014,1,3,March,4,Thursday,1
2014-03-14,2014-03-14,2014,10,14,2014,1,3,March,5,Friday,1
2014-03-15,2014-03-15,2014,10,15,2014,1,3,March,6,Saturday,0
2014-03-16,2014-03-16,2014,11,16,2014,1,3,March,0,Sunday,0
2014-03-17,2014-03-17,2014,11,17,2014,1,3,March,1,Monday,1
2014-03-18,2014-03-18,2014,11,18,2014,1,3,March,2,Tuesday,1
2014-03-19,2014-03-19,2014,11,19,2014,1,3,March,3,Wednesday,1
2014-03-20,2014-03-20,2014,11,20,2014,1,3,March,4,Thursday,1
2014-03-21,2014-03-21,2014,11,21,2014,1,3,March,5,Friday,1
2014-03-22,2014-03-22,2014,11,22,2014,1,3,March,6,Saturday,0
2014-03-23,2014-03-23,2014,12,23,2014,1,3,March,0,Sunday,0
2014-03-24,2014-03-24,2014,12,24,2014,1,3,March,1,Monday,1
2014-03-25,2014-03-25,2014,12,25,2014,1,3,March,2,Tuesday,1
2014-03-26,2014-03-26,2014,12,26,2014,1,3,March,3,Wednesday,1
2014-03-27,2014-03-27,2014,12,27,2014,1,3,March,4,Thursday,1
2014-03-28,2014-03-28,2014,12,28,2014,1,3,March,5,Friday,1
2014-03-29,2014-03-29,2014,12,29,2014,1,3,March,6,Saturday,0
2014-03-30,2014-03-30,2014,13,30,2014,1,3,March,0,Sunday,0
2014-03-31,2014-03-31,2014,13,31,2014,1,3,March,1,Monday,1
2014-04-01,2014-04-01,2014,13,1,2014,2,4,April,2,Tuesday,1
2014-04-02,2014-04-02,2014,13,2,2014,2,4,April,3,Wednesday,1
2014-04-03,2014-04-03,2014,13,3,2014,2,4,April,4,Thursday,1
2014-04-04,2014-04-04,2014,13,4,2014,2,4,April,5,Friday,1
2014-04-05,2014-04-05,2014,13,5,2014,2,4,April,6,Saturday,0
2014-04-06,2014-04-06,2014,14,6,2014,2,4,April,0,Sunday,0
2014-04-07,2014-04-07,2014,14,7,2014,2,4,April,1,Monday,1
2014-04-08,2014-04-08,2014,14,8,2014,2,4,April,2,Tuesday,1
2014-04-09,2014-04-09,2014,14,9,2014,2,4,April,3,Wednesday,1
2014-04-10,2014-04-10,2014,14,10,2014,2,4,April,4,Thursday,1
2014-04-11,2014-04-11,2014,14,11,2014,2,4,April,5,Friday,1
2014-04-12,2014-04-12,2014,14,12,2014,2,4,April,6,Saturday,0
2014-04-13,2014-04-13,2014,15,13,2014,2,4,April,0,Sunday,0
2014-04-14,2014-04-14,2014,15,14,2014,2,4,April,1,Monday,1
2014-04-15,2014-04-15,2014,15,15,2014,2,4,April,2,Tuesday,1
2014-04-16,2014-04-16,2014,15,16,2014,2,4,April,3,Wednesday,1
2014-04-17,2014-04-17,2014,15,17,2014,2,4,April,4,Thursday,1
2014-04-18,2014-04-18,2014,15,18,2014,2,4,April,5,Friday,1
2014-04-19,2014-04-19,2014,15,19,2014,2,4,April,6,Saturday,0
2014-04-20,2014-04-20,2014,16,20,2014,2,4,April,0,Sunday,0
2014-04-21,2014-04-21,2014,16,21,2014,2,4,April,1,Monday,1
2014-04-22,2014-04-22,2014,16,22,2014,2,4,April,2,Tuesday,1
2014-04-23,2014-04-23,2014,16,23,2014,2,4,April,3,Wednesday,1
2014-04-24,2014-04-24,2014,16,24,2014,2,4,April,4,Thursday,1
2014-04-25,2014-04-25,2014,16,25,2014,2,4,April,5,Friday,1
2014-04-26,2014-04-26,2014,16,26,2014,2,4,April,6,Saturday,0
2014-04-27,2014-04-27,2014,17,27,2014,2,4,April,0,Sunday,0
2014-04-28,2014-04-28,2014,17,28,2014,2,4,April,1,Monday,1
2014-04-29,2014-04-29,2014,17,29,2014,2,4,April,2,Tuesday,1
2014-04-30,2014-04-30,2014,17,30,2014,2,4,April,3,Wednesday,1
2014-05-01,2014-05-01,2014,17,1,2014,2,5,May,4,Thursday,1
2014-05-02,2014-05-02,2014,17,2,2014,2,5,May,5,Friday,1
2014-05-03,2014-05-03,2014,17,3,2014,2,5,May,6,Saturday,0
2014-05-04,2014-05-04,2014,18,4,2014,2,5,May,0,Sunday,0
2014-05-05,2014-05-05,2014,18,5,2014,2,5,May,1,Monday,1
2014-05-06,2014-05-06,2014,18,6,2014,2,5,May,2,Tuesday,1
2014-05-07,2014-05-07,2014,18,7,2014,2,5,May,3,Wednesday,1
2014-05-08,2014-05-08,2014,18,8,2014,2,5,May,4,Thursday,1
2014-05-09,2014-05-09,2014,18,9,2014,2,5,May,5,Friday,1
2014-05-10,2014-05-10,2014,18,10,2014,2,5,May,6,Saturday,0
2014-05-11,2014-05-11,2014,19,11,2014,2,5,May,0,Sunday,0
2014-05-12,2014-05-12,2014,19,12,2014,2,5,May,1,Monday,1
2014-05-13,2014-05-13,2014,19,13,2014,2,5,May,2,Tuesday,1
2014-05-14,2014-05-14,2014,19,14,2014,2,5,May,3,Wednesday,1
2014-05-15,2014-05-15,2014,19,15,2014,2,5,May,4,Thursday,1
2014-05-16,2014-05-16,2014,19,16,2014,2,5,May,5,Friday,1
2014-05-17,2014-05-17,2014,19,17,2014,2,5,May,6,Saturday,0
2014-05-18,2014-05-18,2014,20,18,2014,2,5,May,0,Sunday,0
2014-05-19,2014-05-19,2014,20,19,2014,2,5,May,1,Monday,1
2014-05-20,2014-05-20,2014,20,20,2014,2,5,May,2,Tuesday,1
2014-05-21,2014-05-21,2014,20,21,2014,2,5,May,3,Wednesday,1
2014-05-22,2014-05-22,2014,20,22,2014,2,5,May,4,Thursday,1
2014-05-23,2014-05-23,2014,20,23,2014,2,5,May,5,Friday,1
2014-05-24,2014-05-24,2014,20,24,2014,2,5,May,6,Saturday,0
2014-05-25,2014-05-25,2014,21,25,2014,2,5,May,0,Sunday,0
2014-05-26,2014-05-26,2014,21,26,2014,2,5,May,1,Monday,1
2014-05-27,2014-05-27,2014,21,27,2014,2,5,May,2,Tuesday,1
2014-05-28,2014-05-28,2014,21,28,2014,2,5,May,3,Wednesday,1
2014-05-29,2014-05-29,2014,21,29,2014,2,5,May,4,Thursday,1
2014-05-30,2014-05-30,2014,21,30,2014,2,5,May,5,Friday,1
2014-05-31,2014-05-31,2014,21,31,2014,2,5,May,6,Saturday,0
2014-06-01,2014-06-01,2014,22,1,2014,2,6,June,0,Sunday,0
2014-06-02,2014-06-02,2014,22,2,2014,2,6,June,1,Monday,1
2014-06-03,2014-06-03,2014,22,3,2014,2,6,June,2,Tuesday,1
2014-06-04,2014-06-04,2014,22,4,2014,2,6,June,3,Wednesday,1
2014-06-05,2014-06-05,2014,22,5,2014,2,6,June,4,Thursday,1
2014-06-06,2014-06-06,2014,22,6,2014,2,6,June,5,Friday,1
2014-06-07,2014-06-07,2014,22,7,2014,2,6,June,6,Saturday,0
2014-06-08,2014-06-08,2014,23,8,2014,2,6,June,0,Sunday,0
2014-06-09,2014-06-09,2014,23,9,2014,2,6,June,1,Monday,1
2014-06-10,2014-06-10,2014,23,10,2014,2,6,June,2,Tuesday,1
2014-06-11,2014-06-11,2014,23,11,2014,2,6,June,3,Wednesday,1
2014-06-12,2014-06-12,2014,23,12,2014,2,6,June,4,Thursday,1
2014-06-13,2014-06-13,2014,23,13,2014,2,6,June,5,Friday,1
2014-06-14,2014-06-14,2014,23,14,2014,2,6,June,6,Saturday,0
2014-06-15,2014-06-15,2014,24,15,2014,2,6,June,0,Sunday,0
2014-06-16,2014-06-16,2014,24,16,2014,2,6,June,1,Monday,1
2014-06-17,2014-06-17,2014,24,17,2014,2,6,June,2,Tuesday,1
2014-06-18,2014-06-18,2014,24,18,2014,2,6,June,3,Wednesday,1
2014-06-19,2014-06-19,2014,24,19,2014,2,6,June,4,Thursday,1
2014-06-20,2014-06-20,2014,24,20,2014,2,6,June,5,Friday,1
2014-06-21,2014-06-21,2014,24,21,2014,2,6,June,6,Saturday,0
2014-06-22,2014-06-22,2014,25,22,2014,2,6,June,0,Sunday,0
2014-06-23,2014-06-23,2014,25,23,2014,2,6,June,1,Monday,1
2014-06-24,2014-06-24,2014,25,24,2014,2,6,June,2,Tuesday,1
2014-06-25,2014-06-25,2014,25,25,2014,2,6,June,3,Wednesday,1
2014-06-26,2014-06-26,2014,25,26,2014,2,6,June,4,Thursday,1
2014-06-27,2014-06-27,2014,25,27,2014,2,6,June,5,Friday,1
2014-06-28,2014-06-28,2014,25,28,2014,2,6,June,6,Saturday,0
2014-06-29,2014-06-29,2014,26,29,2014,2,6,June,0,Sunday,0
2014-06-30,2014-06-30,2014,26,30,2014,2,6,June,1,Monday,1
2014-07-01,2014-07-01,2014,26,1,2014,3,7,July,2,Tuesday,1
2014-07-02,2014-07-02,2014,26,2,2014,3,7,July,3,Wednesday,1
2014-07-03,2014-07-03,2014,26,3,2014,3,7,July,4,Thursday,1
2014-07-04,2014-07-04,2014,26,4,2014,3,7,July,5,Friday,1
2014-07-05,2014-07-05,2014,26,5,2014,3,7,July,6,Saturday,0
2014-07-06,2014-07-06,2014,27,6,2014,3,7,July,0,Sunday,0
2014-07-07,2014-07-07,2014,27,7,2014,3,7,July,1,Monday,1
2014-07-08,2014-07-08,2014,27,8,2014,3,7,July,2,Tuesday,1
2014-07-09,2014-07-09,2014,27,9,2014,3,7,July,3,Wednesday,1
2014-07-10,2014-07-10,2014,27,10,2014,3,7,July,4,Thursday,1
2014-07-11,2014-07-11,2014,27,11,2014,3,7,July,5,Friday,1
2014-07-12,2014-07-12,2014,27,12,2014,3,7,July,6,Saturday,0
2014-07-13,2014-07-13,2014,28,13,2014,3,7,July,0,Sunday,0
2014-07-14,2014-07-14,2014,28,14,2014,3,7,July,1,Monday,1
2014-07-15,2014-07-15,2014,28,15,2014,3,7,July,2,Tuesday,1
2014-07-16,2014-07-16,2014,28,16,2014,3,7,July,3,Wednesday,1
2014-07-17,2014-07-17,2014,28,17,2014,3,7,July,4,Thursday,1
2014-07-18,2014-07-18,2014,28,18,2014,3,7,July,5,Friday,1
2014-07-19,2014-07-19,2014,28,19,2014,3,7,July,6,Saturday,0
2014-07-20,2014-07-20,2014,29,20,2014,3,7,July,0,Sunday,0
2014-07-21,2014-07-21,2014,29,21,2014,3,7,July,1,Monday,1
2014-07-22,2014-07-22,2014,29,22,2014,3,7,July,2,Tuesday,1
2014-07-23,2014-07-23,2014,29,23,2014,3,7,July,3,Wednesday,1
2014-07-24,2014-07-24,2014,29,24,2014,3,7,July,4,Thursday,1
2014-07-25,2014-07-25,2014,29,25,2014,3,7,July,5,Friday,1
2014-07-26,2014-07-26,2014,29,26,2014,3,7,July,6,Saturday,0
2014-07-27,2014-07-27,2014,30,27,2014,3,7,July,0,Sunday,0
2014-07-28,2014-07-28,2014,30,28,2014,3,7,July,1,Monday,1
2014-07-29,2014-07-29,2014,30,29,2014,3,7,July,2,Tuesday,1
2014-07-30,2014-07-30,2014,30,30,2014,3,7,July,3,Wednesday,1
2014-07-31,2014-07-31,2014,30,31,2014,3,7,July,4,Thursday,1
2014-08-01,2014-08-01,2014,30,1,2014,3,8,August,5,Friday,1
2014-08-02,2014-08-02,2014,30,2,2014,3,8,August,6,Saturday,0
2014-08-03,2014-08-03,2014,31,3,2014,3,8,August,0,Sunday,0
2014-08-04,2014-08-04,2014,31,4,2014,3,8,August,1,Monday,1
2014-08-05,2014-08-05,2014,31,5,2014,3,8,August,2,Tuesday,1
2014-08-06,2014-08-06,2014,31,6,2014,3,8,August,3,Wednesday,1
2014-08-07,2014-08-07,2014,31,7,2014,3,8,August,4,Thursday,1
2014-08-08,2014-08-08,2014,31,8,2014,3,8,August,5,Friday,1
2014-08-09,2014-08-09,2014,31,9,2014,3,8,August,6,Saturday,0
2014-08-10,2014-08-10,2014,32,10,2014,3,8,August,0,Sunday,0
2014-08-11,2014-08-11,2014,32,11,2014,3,8,August,1,Monday,1
2014-08-12,2014-08-12,2014,32,12,2014,3,8,August,2,Tuesday,1
2014-08-13,2014-08-13,2014,32,13,2014,3,8,August,3,Wednesday,1
2014-08-14,2014-08-14,2014,32,14,2014,3,8,August,4,Thursday,1
2014-08-15,2014-08-15,2014,32,15,2014,3,8,August,5,Friday,1
2014-08-16,2014-08-16,2014,32,16,2014,3,8,August,6,Saturday,0
2014-08-17,2014-08-17,2014,33,17,2014,3,8,August,0,Sunday,0
2014-08-18,2014-08-18,2014,33,18,2014,3,8,August,1,Monday,1
2014-08-19,2014-08-19,2014,33,19,2014,3,8,August,2,Tuesday,1
2014-08-20,2014-08-20,2014,33,20,2014,3,8,August,3,Wednesday,1
2014-08-21,2014-08-21,2014,33,21,2014,3,8,August,4,Thursday,1
2014-08-22,2014-08-22,2014,33,22,2014,3,8,August,5,Friday,1
2014-08-23,2014-08-23,2014,33,23,2014,3,8,August,6,Saturday,0
2014-08-24,2014-08-24,2014,34,24,2014,3,8,August,0,Sunday,0
2014-08-25,2014-08-25,2014,34,25,2014,3,8,August,1,Monday,1
2014-08-26,2014-08-26,2014,34,26,2014,3,8,August,2,Tuesday,1
2014-08-27,2014-08-27,2014,34,27,2014,3,8,August,3,Wednesday,1
2014-08-28,2014-08-28,2014,34,28,2014,3,8,August,4,Thursday,1
2014-08-29,2014-08-29,2014,34,29,2014,3,8,August,5,Friday,1
2014-08-30,2014-08-30,2014,34,30,2014,3,8,August,6,Saturday,0
2014-08-31,2014-08-31,2014,35,31,2014,3,8,August,0,Sunday,0
2014-09-01,2014-09-01,2014,35,1,2014,3,9,September,1,Monday,1
2014-09-02,2014-09-02,2014,35,2,2014,3,9,September,2,Tuesday,1
2014-09-03,2014-09-03,2014,35,3,2014,3,9,September,3,Wednesday,1
2014-09-04,2014-09-04,2014,35,4,2014,3,9,September,4,Thursday,1
2014-09-05,2014-09-05,2014,35,5,2014,3,9,September,5,Friday,1
2014-09-06,2014-09-06,2014,35,6,2014,3,9,September,6,Saturday,0
2014-09-07,2014-09-07,2014,36,7,2014,3,9,September,0,Sunday,0
2014-09-08,2014-09-08,2014,36,8,2014,3,9,September,1,Monday,1
2014-09-09,2014-09-09,2014,36,9,2014,3,9,September,2,Tuesday,1
2014-09-10,2014-09-10,2014,36,10,2014,3,9,September,3,Wednesday,1
2014-09-11,2014-09-11,2014,36,11,2014,3,9,September,4,Thursday,1
2014-09-12,2014-09-12,2014,36,12,2014,3,9,September,5,Friday,1
2014-09-13,2014-09-13,2014,36,13,2014,3,9,September,6,Saturday,0
2014-09-14,2014-09-14,2014,37,14,2014,3,9,September,0,Sunday,0
2014-09-15,2014-09-15,2014,37,15,2014,3,9,September,1,Monday,1
2014-09-16,2014-09-16,2014,37,16,2014,3,9,September,2,Tuesday,1
2014-09-17,2014-09-17,2014,37,17,2014,3,9,September,3,Wednesday,1
2014-09-18,2014-09-18,2014,37,18,2014,3,9,September,4,Thursday,1
2014-09-19,2014-09-19,2014,37,19,2014,3,9,September,5,Friday,1
2014-09-20,2014-09-20,2014,37,20,2014,3,9,September,6,Saturday,0
2014-09-21,2014-09-21,2014,38,21,2014,3,9,September,0,Sunday,0
2014-09-22,2014-09-22,2014,38,22,2014,3,9,September,1,Monday,1
2014-09-23,2014-09-23,2014,38,23,2014,3,9,September,2,Tuesday,1
2014-09-24,2014-09-24,2014,38,24,2014,3,9,September,3,Wednesday,1
2014-09-25,2014-09-25,2014,38,25,2014,3,9,September,4,Thursday,1
2014-09-26,2014-09-26,2014,38,26,2014,3,9,September,5,Friday,1
2014-09-27,2014-09-27,2014,38,27,2014,3,9,September,6,Saturday,0
2014-09-28,2014-09-28,2014,39,28,2014,3,9,September,0,Sunday,0
2014-09-29,2014-09-29,2014,39,29,2014,3,9,September,1,Monday,1
2014-09-30,2014-09-30,2014,39,30,2014,3,9,September,2,Tuesday,1
2014-10-01,2014-10-01,2014,39,1,2014,4,10,October,3,Wednesday,1
2014-10-02,2014-10-02,2014,39,2,2014,4,10,October,4,Thursday,1
2014-10-03,2014-10-03,2014,39,3,2014,4,10,October,5,Friday,1
2014-10-04,2014-10-04,2014,39,4,2014,4,10,October,6,Saturday,0
2014-10-05,2014-10-05,2014,40,5,2014,4,10,October,0,Sunday,0
2014-10-06,2014-10-06,2014,40,6,2014,4,10,October,1,Monday,1
2014-10-07,2014-10-07,2014,40,7,2014,4,10,October,2,Tuesday,1
2014-10-08,2014-10-08,2014,40,8,2014,4,10,October,3,Wednesday,1
2014-10-09,2014-10-09,2014,40,9,2014,4,10,October,4,Thursday,1
2014-10-10,2014-10-10,2014,40,10,2014,4,10,October,5,Friday,1
2014-10-11,2014-10-11,2014,40,11,2014,4,10,October,6,Saturday,0
2014-10-12,2014-10-12,2014,41,12,2014,4,10,October,0,Sunday,0
2014-10-13,2014-10-13,2014,41,13,2014,4,10,October,1,Monday,1
2014-10-14,2014-10-14,2014,41,14,2014,4,10,October,2,Tuesday,1
2014-10-15,2014-10-15,2014,41,15,2014,4,10,October,3,Wednesday,1
2014-10-16,2014-10-16,2014,41,16,2014,4,10,October,4,Thursday,1
2014-10-17,2014-10-17,2014,41,17,2014,4,10,October,5,Friday,1
2014-10-18,2014-10-18,2014,41,18,2014,4,10,October,6,Saturday,0
2014-10-19,2014-10-19,2014,42,19,2014,4,10,October,0,Sunday,0
2014-10-20,2014-10-20,2014,42,20,2014,4,10,October,1,Monday,1
2014-10-21,2014-10-21,2014,42,21,2014,4,10,October,2,Tuesday,1
2014-10-22,2014-10-22,2014,42,22,2014,4,10,October,3,Wednesday,1
2014-10-23,2014-10-23,2014,42,23,2014,4,10,October,4,Thursday,1
2014-10-24,2014-10-24,2014,42,24,2014,4,10,October,5,Friday,1
2014-10-25,2014-10-25,2014,42,25,2014,4,10,October,6,Saturday,0
2014-10-26,2014-10-26,2014,43,26,2014,4,10,October,0,Sunday,0
2014-10-27,2014-10-27,2014,43,27,2014,4,10,October,1,Monday,1
2014-10-28,2014-10-28,2014,43,28,2014,4,10,October,2,Tuesday,1
2014-10-29,2014-10-29,2014,43,29,2014,4,10,October,3,Wednesday,1
2014-10-30,2014-10-30,2014,43,30,2014,4,10,October,4,Thursday,1
2014-10-31,2014-10-31,2014,43,31,2014,4,10,October,5,Friday,1
2014-11-01,2014-11-01,2014,43,1,2014,4,11,November,6,Saturday,0
2014-11-02,2014-11-02,2014,44,2,2014,4,11,November,0,Sunday,0
2014-11-03,2014-11-03,2014,44,3,2014,4,11,November,1,Monday,1
2014-11-04,2014-11-04,2014,44,4,2014,4,11,November,2,Tuesday,1
2014-11-05,2014-11-05,2014,44,5,2014,4,11,November,3,Wednesday,1
2014-11-06,2014-11-06,2014,44,6,2014,4,11,November,4,Thursday,1
2014-11-07,2014-11-07,2014,44,7,2014,4,11,November,5,Friday,1
2014-11-08,2014-11-08,2014,44,8,2014,4,11,November,6,Saturday,0
2014-11-09,2014-11-09,2014,45,9,2014,4,11,November,0,Sunday,0
2014-11-10,2014-11-10,2014,45,10,2014,4,11,November,1,Monday,1
2014-11-11,2014-11-11,2014,45,11,2014,4,11,November,2,Tuesday,1
2014-11-12,2014-11-12,2014,45,12,2014,4,11,November,3,Wednesday,1
2014-11-13,2014-11-13,2014,45,13,2014,4,11,November,4,Thursday,1
2014-11-14,2014-11-14,2014,45,14,2014,4,11,November,5,Friday,1
2014-11-15,2014-11-15,2014,45,15,2014,4,11,November,6,Saturday,0
2014-11-16,2014-11-16,2014,46,16,2014,4,11,November,0,Sunday,0
2014-11-17,2014-11-17,2014,46,17,2014,4,11,November,1,Monday,1
2014-11-18,2014-11-18,2014,46,18,2014,4,11,November,2,Tuesday,1
2014-11-19,2014-11-19,2014,46,19,2014,4,11,November,3,Wednesday,1
2014-11-20,2014-11-20,2014,46,20,2014,4,11,November,4,Thursday,1
2014-11-21,2014-11-21,2014,46,21,2014,4,11,November,5,Friday,1
2014-11-22,2014-11-22,2014,46,22,2014,4,11,November,6,Saturday,0
2014-11-23,2014-11-23,2014,47,23,2014,4,11,November,0,Sunday,0
2014-11-24,2014-11-24,2014,47,24,2014,4,11,November,1,Monday,1
2014-11-25,2014-11-25,2014,47,25,2014,4,11,November,2,Tuesday,1
2014-11-26,2014-11-26,2014,47,26,2014,4,11,November,3,Wednesday,1
2014-11-27,2014-11-27,2014,47,27,2014,4,11,November,4,Thursday,1
2014-11-28,2014-11-28,2014,47,28,2014,4,11,November,5,Friday,1
2014-11-29,2014-11-29,2014,47,29,2014,4,11,November,6,Saturday,0
2014-11-30,2014-11-30,2014,48,30,2014,4,11,November,0,Sunday,0
2014-12-01,2014-12-01,2014,48,1,2014,4,12,December,1,Monday,1
2014-12-02,2014-12-02,2014,48,2,2014,4,12,December,2,Tuesday,1
2014-12-03,2014-12-03,2014,48,3,2014,4,12,December,3,Wednesday,1
2014-12-04,2014-12-04,2014,48,4,2014,4,12,December,4,Thursday,1
2014-12-05,2014-12-05,2014,48,5,2014,4,12,December,5,Friday,1
2014-12-06,2014-12-06,2014,48,6,2014,4,12,December,6,Saturday,0
2014-12-07,2014-12-07,2014,49,7,2014,4,12,December,0,Sunday,0
2014-12-08,2014-12-08,2014,49,8,2014,4,12,December,1,Monday,1
2014-12-09,2014-12-09,2014,49,9,2014,4,12,December,2,Tuesday,1
2014-12-10,2014-12-10,2014,49,10,2014,4,12,December,3,Wednesday,1
2014-12-11,2014-12-11,2014,49,11,2014,4,12,December,4,Thursday,1
2014-12-12,2014-12-12,2014,49,12,2014,4,12,December,5,Friday,1
2014-12-13,2014-12-13,2014,49,13,2014,4,12,December,6,Saturday,0
2014-12-14,2014-12-14,2014,50,14,2014,4,12,December,0,Sunday,0
2014-12-15,2014-12-15,2014,50,15,2014,4,12,December,1,Monday,1
2014-12-16,2014-12-16,2014,50,16,2014,4,12,December,2,Tuesday,1
2014-12-17,2014-12-17,2014,50,17,2014,4,12,December,3,Wednesday,1
2014-12-18,2014-12-18,2014,50,18,2014,4,12,December,4,Thursday,1
2014-12-19,2014-12-19,2014,50,19,2014,4,12,December,5,Friday,1
2014-12-20,2014-12-20,2014,50,20,2014,4,12,December,6,Saturday,0
2014-12-21,2014-12-21,2014,51,21,2014,4,12,December,0,Sunday,0
2014-12-22,2014-12-22,2014,51,22,2014,4,12,December,1,Monday,1
